block_number,from,token,amount,to_chain,timestamp,amount_usd,symbol,date
15095716,0x8d0DE7df0E25E70017a666B5cd090A4055E13F83,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,5072012035872045957052,arbitrum,1657200485,5072.012035872046,nUSD,2022-07-07 13:28:05
15095757,0x7e345A2A7C6AB50eeBa694b4a5f98898ecA59bCC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,200000000000000000,avax,1657201068,237.5167737211635,WETH,2022-07-07 13:37:48
15095774,0xE87b2070C0592A069F4b7232393640E2CB836853,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,1433758019776817104319,avax,1657201249,1433.758019776817,nUSD,2022-07-07 13:40:49
15095853,0x2f820ace6F0C8F3696D559576673049E875B90c9,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,20284825301093163135740,bsc,1657202335,20284.825301093162,nUSD,2022-07-07 13:58:55
15095936,0x8fB4F6AE091050630BcCdE15062CbF547aD17372,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,2998081943140360505696,ftm,1657203373,2998.0819431403606,nUSD,2022-07-07 14:16:13
15096026,0x29E3DdF94d76C97FcD43D07Fc8B15A03AD233A40,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,85586301065383118428988,arbitrum,1657204872,85586.30106538312,nUSD,2022-07-07 14:41:12
15096066,0x18F0BF3749246376F58B6706b0F1C75D7C7578e8,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,14389458158377527107764,avax,1657205405,14389.458158377527,nUSD,2022-07-07 14:50:05
15096204,0x5356df73b293BD9c6e8eFD22C99833391EF8821A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000000000000000000,arbitrum,1657207279,12203.647973921765,WETH,2022-07-07 15:21:19
15096229,0x15466303e5f9eF9fEF533f01C5E19eDEa14E6789,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,607716994737013319624,bsc,1657207546,607.7169947370134,nUSD,2022-07-07 15:25:46
15096250,0x85Ae29CFa53FD3FC324c0287c14E308B9e7A0797,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1020000000000000000,arbitrum,1657207764,1244.1092140621865,WETH,2022-07-07 15:29:24
15096291,0x6B9bDEedD8F71E347d52C717844faD861b1748B6,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,18438914708791945033171,metis,1657208377,18438.914708791945,nUSD,2022-07-07 15:39:37
15096315,0x15466303e5f9eF9fEF533f01C5E19eDEa14E6789,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,99823623370893865694,bsc,1657208684,99.82362337089387,nUSD,2022-07-07 15:44:44
15096375,0xbccA383e7be60F9300469E32EC1D1B5AF73bfa0E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,819222000000000000,arbitrum,1657209461,996.8385768661865,WETH,2022-07-07 15:57:41
15096483,0x2D2c027E0d1A899a1965910Dd272bcaE1cD03c22,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,499115673426362818374,matic,1657211190,499.11567342636283,nUSD,2022-07-07 16:26:30
15096596,0xDE93eD6b5A9A069107F7D76f5994E450Acb94752,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12000000000000000000,metis,1657212619,14759.668970912737,WETH,2022-07-07 16:50:19
15096615,0xEc98fA7690BCC2c6e3abb268C2F9F5b78AB1fa4d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,49800000000000000000,optimism,1657212858,61263.11220120361,WETH,2022-07-07 16:54:18
15096641,0x194752f86d86d4AcC937FBdF0A5f6f67af679A67,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,532000000000000000,avax,1657213115,653.5352655325978,WETH,2022-07-07 16:58:35
15096683,0x5b55a69238392746778Fc1d40a09695867F3806D,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,485665370162474780715,matic,1657213675,485.6653701624748,nUSD,2022-07-07 17:07:55
15096763,0x3e4147b9e70633bF60147eE49b7411723eFf4978,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,27000000000000000000,optimism,1657214722,33050.379980942824,WETH,2022-07-07 17:25:22
15097003,0xb4ff5331cc6f3Bbd1743234ef9bE4B61b2B0aa77,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,413430383981194554846,bsc,1657218212,413.43038398119455,nUSD,2022-07-07 18:23:32
15097069,0x6dBde1A1e0F199b0252E593A422b9340aF03075a,0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,399681131267731912507555,metis,1657219066,399681.1312677319,nUSD,2022-07-07 18:37:46
15097102,0xCFC3b6F34778FAB12C495A8d523B2F60226be85e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,15000000000000000000,arbitrum,1657219492,18466.191033099294,WETH,2022-07-07 18:44:52
